Review
"Untuk pencaharian nya terlalu terbatas, untuk mencari kartun jadul seperti keluarga somat itu ga ada. Dan malah ketimpa animasi Adit, sedikit kesel sih. Tolong diperluas lagi animasinya"
"Tidak suka dengan versi terbaru nya, video tidak yang di download tidak bisa di tonton offline, dan kadang hasil download.an tiba² hilang..."
"Aplikasinya bagus, bisa menyesuaikan usia. Masukan saya, tolong beri fitur lock untuk video yg diputar agar anak2 tdk asal memencet video lain. Terima kasih"
"Menurut saya bagus untuk memilih videon yg benar untuk yt kids tapi ada kekurangan, jadi saya itu punya tablet phonehp kecil tapi layar tablet ukurannya 675Dp. Sayangnya saat masuk yt kids itu ada animasi tapi animasinya kecil jadi tidak muat sampai ke tepian jadi tolong di perbesar untuk tablet phone saya atau membuat setting"
"saranku buat yt.kids: 1klo bisa jgn suka ngelag,2 dulu aku kn punya video kontennya kak Fanny Tjandra kok malah ilang pdhl konten nya bagus bagus,3klo bisa jgn dikit dikit harus ada konfirmasi klo kita ini org tua seperti klo mau liat video offline harus perkalian,4 trus klo mau ganti setelan untuk anak dari usia sekian ke sekian jgn harus uninstall dulu jadi klo mau ganti setelan pilihannya ada di pengaturan. sementara ku kasih bintang 1 dulu. klo udh di fix ku kasih bintang 5 :)"
aplikasi ini enak saya sering nonton walau saya inigii aplikasi ini untuk adek ku tapjaku yg nonton karna seseruh iyu flem nya juga menarik banget dan flem nya seru walauu buka. seusia ku karna usia ku 10 thn hehehh
Aplikasinya bagus tapi kenapa saya tidak bisa masuk jarigan saya bagus tolong apdetkan agar bisa masuk nanti jika uda apdet saya kasih bintang 5
sangat layak dan bagus untuk anak kecil di bawah umur dan tidak ada video yang membuat anak menjadi nakal
YouTube ini bagus dan tidak ada iklan tetapi YouTube nya nggak lengkap dan harus awalnya fidionya kayak anak kecil
Karna banyak yg harus dilakui sebelum bisa nonton terus uda diturutin ap maunya eehh mala ingga bisa juga dipakai nonton
"sangat bagus untuk anak anak, dan cocok, juga sesuai dengan usia anak."
seruuu.. banget bisa nonton film yang keren sama bisa lihat video YouTuber gamer pokoknya seru
kata nya bisa download saya udah ngewifi tapi tetap tidak bisa tolong perbaiki!!!!!!!
Maaf Saya kasih bintang 4 karena jaringan wifi juga baik dan sinyal juga full tapi kenapa tidak bisa ya? Saya coba menonton video kenapa malah nggak bisa ya? Mohon direspon >~<!!!
"Kalau kita mau kebawah lalu lihat profil filmnya dan kembali itu jangan ngulang dari atas lagi, tetap di posisi itu saja. Semoga juga ada fitur ""jelajahi"" di ""Hanya konten yang disetujui"" namun tetap yang di subscribe saja yang muncul."
"YouTube kids sangat membantu buat perkembangan anak supaya lebih kreatif dan mempunyai kosa kata lebih banyak, memberikan edukasi"
aplikasinya bagus karena bisa di android marshmallow 6.0 lebih bagus dari yuotube biasa
ini bagus sekali dan ini tolong sekali di update in ada shorts nya plss anak saya nangis terus
"bisakah suaranya di kunci, anak sering menyetel volume maksimal."
Sudah bagus tapi kualitas vidio nya di atur sendiri kalo gak di atur sendiri nanti malah kauta nya habis
aplikasinya bagus tapi bnyk iklan dan sering lelet .
"Belakangan ini sering ngebug..jaringan bagus tapi bufferring trus.aplikasi susah di buka,keterangan nya tidak menanggapi.tlong perbaiki lg"
Halo perusahaan youtube kids. saya ingin memberitahu pendapat saya kalau youtube kids harus ditingkat kan lagi karena tidak ada tempat untuk mengkomentar. saya pun susah untuk komen. Dan kenapa saat saya mau menonton video downloadtan saya ada tulisan seperti ini. Belum ada video yang di download seperti itu masalah nya dan. Terimakasih banyak youtube kids
"Bagus, tapi tidak ada fitur untuk pilih resolusi nya, kadang anak anak suka kesel kalo resolusi nya rendah tapi gak bisa diganti"
"Bagus banget, sangking bagusnya baru pulang sekolah langsung lihat youtube Kids, kalian sih harus punya ini sih soalnya seru aja sih :) ♡♡"
Tampilan baru nya ribet banget. Susah ninggalin anak sm nenek nya. Ribet ngatur waktu nya..kl bisa di permudah kenapa di persulit.
Sangat baik dan membantu anak belajar mengenal nama nama permainan yg di sukai oleh ank seperti nama tumbuhan dan hewan piaraan dll..trima kasih kebanyak ya.
"versi terbaru nya jelek banget tampilan nya, video download tidak bisa di tonton offline juga.... kembali kan versi lama"
Youtube kids nya bagus mantep poll aku suka banget ama film film dan karton karton ny banyak bangettt Sesudah libur aku liat yotube Ny eh banyak banget film yg bisa ku nonton pokok ny game ini bagus deh aku Saranin sih youtube ini bagus ny dianak kecil umur nya bisa sampai 13 atau 14 Sekian ulasan saya 💐
Sebenrny ya aplikasi ny tu bagus tp dia tu klo di buka aplikasi ny keluar putih polos terus abis keluar putih polos keluar sendiri dri aplikasi ny saya minta tolong di perbaikki ya aplikasi ny
bagus untuk anak lebih menonton yg lebih kecil dan masih di bawah 1 tahun- 5 tahun
"You tube kit memang terbaik lah. dan sesuai sangat untuk anak anak,saya bagi 5 star"
aplikasi youtube kids bagus banget sangat membantu apalagi untuk anak anak yg di bawah umur jadi sekarang ga takut lagi kalau anak anak mau nonton hp tinggal di kasih apk ini buat nonton. pokok nya sukaa bgt sama apk nyaa jadii saya kasii bintang lima
Yaa buat anak juga harus dipilah dan dipilih soalnya tidak tontonan memberikan contoh yang baik
Aplikasi ini berubah ubah aturan berandanya jadi harus di hapus dan download lagi
Aplikasi nya bagus bisa diwaktu biar gak lama lama main hpnya jadi gak sakit mata lagi deh dan juga tontonan nya khusus buat anak anak jadi gak ada yg gak baik buat ditonton jadi terima kasih ya YouTube kids 🤗
Bagus banget jadi anak anak bisa menyesuaikan dgn apa yg ditonton di youtobe sesuai umurnya
Tolong dong Resulusinya bisa diatur . gak usah buat otomatis
"aplikasi ini bagiku sangat seru buat anak anak, anak juga anteng liat aplikasi ini jadi aplikasi ini bermanfaat"
Bagus sekali bisa mengalihkan perhatian anak anak fidionya juga bagus 🥰
"YouTube ini bagus banget untuk anak kecil, agar tidak menyerap informasi"" yang seharusnya gak mereka ketahui"
ini bisa buat anak kalo mau liat baby bhas pokoknya aplikasi ini tu bagus😊😘
Bagus tp ga terlalu banyak lagu anak2nya
masih ada konten yang bersifat jorok atau tidak pantqs untuk di tonton anak kecil
anak -anak jadi cepat mengerti dan belajar dengan cepat
"Bagus,cuma sering loading lama aja"
Sangat membantu anak dalam menemukan banyak edukasi pembelajaran
"aplikasi yang sangat bagus, anakku sangat suka"
sangat best semua cerita kanak kanak ada kat situ
Ringan aman dan nyaman untuk anak ku... Terimakasih apk nya sangat membantu
aku umur 10 tahun tapi aku download apk ini hanya ingin bernostalgia
Update kli ini jelek. Tampilan di ubah. Bocil jadi bingung mainnya. Ini aja ubah ubah mode trus dari layar vertikal ke horizontal. Bikin bocil kesel.
isi nya sangat lengkap untuk anak kecil
Sangat bagus dan membuat tontonan terjaga
sangat bagus untuk anak di bawah umur 5 tahun ke bawah
"Youtube kids semoga bisa ditingkatkan lagi ya saya cuma pengen ada video shortnya tapi animasinya cukup bagus, dan bisa membuat anak terhibur. Terima kasih dan hanya itu yang dapat saya katakan untuk youtube kids✌️"
"Jujur kecewa dengan penampilan YouTube kids setelah diupdate.. Bikin anak jadi bingung karena layarnya jadi vertikal diawal masuknya. Padahal lebih nyaman seperti sebelumnya yang vertikal, jadi anak tinggal klik-klik aja.. Gak muter"" Kayak sekarang. Tolong dikembalikan seperti tampilan sebelumnya"
"Sekedar saran, liat2 konsumen klo bikin apk. Tiap ganti channel, muter2 mulu kerjaannya. Gk d TV, gk d HP Sama aja Pas buka apk lain, misal YT Lancar2 aja"
aplikasi ini bagus untuk anak tapi ada kartu cloud bread ya hadea di rtv ko eng ada
Saat membuka aplikasi nya tidak bisa di buka malah keluar sendiri
Bintang lima bagus untuk adik adik yang suka menonton animasi bocil
"Mohon diaktifkan untuk setelan memutar otomatis video berikutnya, karena setelah videonya habis, tidak bisa otomatis putar ke video selanjutnya, jadi anak saya selalu teriak2 karena videonya mati. Kalau otomatis kan enak videonya lanjut putar terus"
"Kenapa setiap kali mendownload gak pernah bisa,padahal jaringan wifi bagus,atau data nya juga ada,tulisannya selalu periksa jaringan koneksi anda. Padahal koneksi bagus.tolong dong tingkatkan lagi,gak harus pake wifi gtu kalp mau download,jadi gak bisa nonton offline juga,setiap download susah. Tolong di koreksi lagi ya"
"Tolong min, kenapa sekarang youtube kids ga bisa di download, tolong di perbaiki"
bagus adik jadi senang dan jadi gak rewel👍
Tampilan ikonik saat aplikasi dibuka dan kontrol mudah playlist memudahkan anak saya menggunakan secara mandiri di usia 2th. Semoga pihak developer mempertahankan tampilan saat ini & menambahkan mode hemat kuota jg filter bahasa / usia / gender karena tiap anak segmentasi tontonan nya berbeda.
bagus sekali buat anak anak
Kepada YouTube kids bisa kah menambahkan fitur yang bisa menggunakan tampilan sebelum nya karena adek saya tidak suka dengan penampilan yang sekarang. bisakah menambahkan fitur nya
"Menurut saya agar lebih merata, Anak-anak sebaiknya tidak mengetahui Halloween atau hal negatif meskipun tampak tak terlihat, karena mereka tidak akan terikat mitos dan mistis yang berlebihan"
"opsi aplikasi dll,cukup dan sangat memuaskan serta bisa dengan mudah memfilter konten,bahkan sudah cukup baik yang telah difilter oleh youtube.walaupun ada beberapa konten yang masih terlewatkan,, serta mohon tambahkan opsi bahasa,agar.kita dengan mudah memfilter video sesuai bahasa yang kita inginkan.. thanks youtube !! 🥰"
Ini cocok sekali dan tidak ada iklan dan ini tidak ada video 18+ nya
"Aplikasi ini bagus dan cocok untuk anak"" tapi ada 1 kekurangan kalau setiap ada chanel yang kita sering nonton dan menjadi teratas di urutan chanel atau yang paling sering ditonton knp selalu terhapus padahal itu adalah chanel yang paling di sukai knp ? . Coba tolong ya kembalikan lagi chanel yang sudah paling terata s tolong ya !"
"Pesannya masuk memang digunakan untuk kids, hanya saja menu utube short, mempercepat video, dan menurunkan kualitas video di 360 kebawah tidak tersedia seperti utube yang biasanya. Uninstall dulu sampai ada perbaikan."
bagus anak saya lupa untuk main siang hari
"Bagus, jadi ada batasan tontonan untuk anak sesuai usianya."
bagus banget aku mau tau siapa yang bikin YouTube kids ini aku harus berterimakasih karena aku bisa belajar
"Pertahankan: - tidak ada iklan (yg mengalihkan anak utk meng-install aplikasi lain, atau iklan2 vulgar, atau bahkan semua jenis iklan) - fitur filter berdasarkan kategori umur Tambahkan: - filter berdasarkan negara/bahasa - filter gender - fitur download (diaplikasi sudah ada, tp TDK ada video yg bisa diunduh)"
"Tampilan gambar nya bagus dan tidak ada iklan nya sy suka,tontonan nya bisa di sesuai kan dengan umur,bisa rekam audio saat ingin mencari video yg ingin di tonton jadi lebih memudahkan kan tapi sayang nya tidak semua animasi ada di youtube kids ini."
Anak saya sangat menyukai aplikasi YouTube ini karna aplikasi yg lama Uda gak bisa dibuka.
Masuk ke akun nya agak susah padahal udh daftar tapi tetap bagus kok tolong ya masuk ke akun nya gimana ya semuga nanti di permuadah nanti kalo sudah di permudah saya kasih reting bintang 5 deh janji😊
"Tidak adanya pilihan resolusi agar tidak boros kuota akibat resolusinya yang tinggi dan sinyal tidak stabil video yang diputar jadi putus-putus/tidak berjalan dengan lancar alias macet,mohon pihak google segera memperbaikinya .thx"
Yutub ini bagus sih tapi ada kesalahan satu saja kok yaitu kenapa saat aku lihat cokraft teguh cnx diyutub besar ada yang baru tapi?Kenapa diyutub ini tidak ada?udah segitu dulu ya bay
kok saya tida bisa login ya... gimana dong.. mohon arahannya..
Bagaimana caranya agar lingkup pencairan youtube kids anak hanya Indonesia. Tidak masuk konten2 dari luar negeri. ????
"Yt kids nya bagus bgt,aku juga baru tau kalau di yt kids bisa nonton kpop😄,Best bgt lah pokoknya"
bagi aku apikasi ini bagus anak aku yg umur ya 7 thun sangat suka jernih gambar ya
Saya suka YouTube kids ini bisa nonton kartun-kartun nussa dan booba dan lingokids dan lainnya akhirnya aku suka
"Pencarian sangat sulit,, beberapa chanel bahasa indonesia tidak ketemu di pencarian, tapi di yt biasa ada"
Aplikasi sangat mudah digunakan bahkan untuk balita sekalipun.namun utk menggunakannya lebih baik pakai jaringan wifi yg unlimited karena klo pakai kuota bakal ngocor seperti air terjun soalnya tidak ada pengaturan kualitas resolusi video
"saran saya,beri pengaturan resolusi videonya,biar bisa hemat quota internet,krn tidak semua pengguna mempunyai akses wifi yg bisa terus streaming tanpa perlu memikirkan quota.dan sediakan juga mode video horizontal bukan vertikal saja.itu masukan dari saya,mudahan bisa bermanfaat buat yt kids kedepannya."
"bagus memang, tapi sayangnya gak bisa atur kualitas vidio, boros banget pake ini.. bisa2 kelolosan sampe bergb2, gambarnya emg bagus tp tekor kalo pake ini.. emg semua kontennya buat anak2 sy suka, alangkah lebih baik ada pengaturan untuk mengatur kualitas vidionya.. 🙏"
"Buat anak sampe segitu susah nya untuk login,sekali ikutnya step by step nya giliran udah pilihan terakhir malah ada keterangan gak bisa bikin profil,dikira dri saya nya yg salah karena isi identitas nya,tpi ternyata setelah diulang masih sama terus,gak bisa bikin profil trus keterangannya. Jadi gak berguna aplikasinya, Uninstal aja..."
bagus untuk anak anak tidak ada iklannya juga
saya kurang suka sama YouTube ini kata nya YouTube kids tapi yg ada chenel bola chenel orang cina
rame banget sampe anak ku jadi suka nonton youtube kids
kalau bisa dih ada vidio shorts nya karna anak aku cuman mau youtube yang ada shorts nya
"kenapa kartun keluarga somat tidak dimasukkan,,,? kurang seru, kartun nya itu itu aja..."
bagus untuk anak anak
Banyak persyaratan tp tampilan tdk sprti youtube biasa. Tdk bs untuk mengunduh
sangat bagus untuk anak-anak ini saja rekomendasi dari saya
Ini sangat bagus sekali untuk anak kita dan banyak youtuber terkenal di situ
Sangat baik' untuk anakku yg masih kecil
Kenapa gak ada komennya sama beberapa tipe vidio kaya short remix sama semua gitu
bagus walaupun tidak ada short nya
Keren bgt aku sukaa banget tpi di tambahin obit ya?
"aplikasi nya sgt bagus dn pilihan filter acara sgt baik.... namun mohon ditambah menu utk pengaturan ""resolusi video"" seperti versi youtube biasa... agar penggunaan kuota tdk terlalu terbebani... dgn pilihan resolusi gambar yg lbh rendah... trima kasih"
Sangat bagus untuk anak anak 👍
YouTube kids memang bagus dan mendidik namun tolong Perbanyak kartun anak yang menggunakan bahasa indonesia ya! karena di takutkan anak Indonesia yang belum bisa berbicara atau masih belum lancar bicara mengalami pending speech yaitu susah atau sulit si anak yang baru belajar bicara menggunakan bahasanya sendiri karena terlalu banyak bahasa yang dia terima dan susah dalam berkomunikasi (bicara')
Bagus untuk anak.. semoga tidak banyak iklan
sangat bagus untuk anak - anak
"Harusnya ada real untuk anak anak, kalo durasi 20-30 MENIT boncos juga paket data"
"Bagus sih untuk hiburan anak anak asal sesuai umur ya, Ok"
"Ada hiburan,motivasi dan pembelajaran bagi anak-anak"
channel yg dikhususkan buat anak² lebih difilter lagi video yg kurang mendidiknya takutnya ditiru oleh anak yg nonton
Sangat bagus membuat anak tidak akan menangis tidak lepas dengan hp nya😊😊😊
Bagus buat anak anak tapi anak aku seneng magic 5 ga ada jadi tolong lengkapin ya
Bagus banget aplikasinya sangat cook untuk anak anak
"Tontonan bagus untuk anak anak, trimakasih yutube kids"
"Kebanyakan iklan,mending hapus aja"
bagus untuk perkembangan mental anak
"Youtube kids ini kenapa tiba2 ada tayangan kartun yg tidak bener, padahal channel2 tersebut sudah saya blokir, niat banget nyusupin kartun2 ga bener buat anak2"
Bagus cuma tiba2 muncul layar kunci
Sangat bermanfaat untuk anak anak
Bagus &nyaman untuk anak anak
Terimakasih banyak adek saya bisa melihat vidio yang bagus
Sangat bagus untuk anak anak
Sangat bagus untuk tontonan anak
Bagus banget ga ada iklan
Yutube ini bagus karna ada umur nya aku sukadeh jadi ke inget jaman dulu nonton ini
Bisa untuk melihat kan cucu tintinan Yang layak untuk anak keci/balita
banyak mengajarkan anak hal yang baii
Aplikasi ini sangat bagus untuk anak saya suka sekali
baru memakai mudah2an ank anak suka
bagus deh untuk hari anak kecil
bagus bgt untuk anak-anak
"Saya sebagai orang tua merasa sangat terbantu dgn adanya app ini. Kelebihan aplikasi ini adalah kontrol orang tua yg dipermudah. Tapi disamping banyak kelebihannya ada juga kekurangannya. Untuk kurangnya video harus unduh lewat wifi,trus masih ada bug yg munkin menggangu performa aplikasi ini. Untuk pengembang terima kasih telah membantu kami."
"tolong untuk masalah resolusi di perbaiki,jangan di buat otomatis,lebih bagus ada pilihan resolusi sperti 240p,360p,720p jadi kami sebagai pengguna tidak kwatir mslah kuota internet kami yang cepat habis..kami bisa memilih misalkan 240p atau 360p untuk menghemat kuota internet yang kami punya,,🙏🙏🙏🙏"
Sayangnya kalau gak punya data gak bisa nonton
Untuk developer YouTube kids tolong tambahkan fitur ubah resolusi layar karena kurang nyaman kalau menonton dengan gambar yang buram. jadi tolong diperbaiki ya!
Bagus bisa control tontonan dan edukasi buat anak dibawah umur
Cocok untuk anak saya yang usia 2 tahun karena ga bercampur konten yang berbau dewasa seperti joget joget ga jelas dll. Kalo ini memang khusus untuk anak anak jadi saya tinggal menyalakan timer dan anak saya bisa leluasa memilih video yg ingin dia tonton tanpa saya kawatirkan melihat video aneh aneh
Anak bisa terhibur dengan tontonan yg sesuai dengan usia anak2 yg ada di youtube kids sesuai dg keinginannannya dan orang tua juga tdk khawatir dengan tontonan yg ada. Yang saya tahu anak juga happy
Nyebelin bgt ini walaupun yang video yan ku donlowd cuma satu tetapi ada pop up yang nge bug pop up nya coba hapuskan satu video padahal video yang aku donlod baru satu makanya aku kasih 3😁
2 tampilan horisontal dan vertikal. Ini pilihan tampilan yang bagus buatku di tab samsung. Sebaiknya tampilan secara vertikal dan horisontal juga ada di HP.
"ini mahhhh cocok banget buat nonton anak², soalnya amat bangett bree, ayo dehh download inii yg suka nonton, apalagi yg punya anak hehe, cocok banget yaaa buat di download, karna apk nya baguss pollll👍👍👍👍👍👍👍👍👍👍👍👍"
"Kenapa tidak ada filter atau pengaturan bahasa? Tolong anak saya ingin fokus belajar satu bahasa dahulu, klo sudah bisa berbicra lancar baru ke bahasa lainnya."
"cocok untuk anak anak kecil , karna tontonnya hanya yang difokuskan di konten anak anak saja , saya rekomen buat orang tua yang ingin waspada terhadap tontonan anak anak jaman sekaranh dapat mendownload YouTube kids ini karna konten konten nya aman+cocok untuk anak anak terimakasih"
Kekurangan nya ada di video kartun banyak anak yang misal ingin lihat upin upin yang episode ini tenyata tak ada jadi kecewa
"Membantu banget develop anak² dan ada setting umur, jadi bisa nyesuaikan konten di umur² tertentu"
Alhamdulillah dgn adanya yutub kids anak saya jadi lebih happy menonton film film animasi anak anak di dalam nya. TDK ada iklan yg senonok . Aman smua .
Untuk mode pencarian suara tidak bisa digunakan. Hp sudah direset pabrik juga tetap sama. Samsung A20
Versi baru nya jelek penampilan nya ky YouTube biasa pada umumnya bukan YouTube kids LG. Kembalikan sperti sblom nya. Ilangin juga mode org tua nya.
Bagus tapi ketika saya mau subscribe gak bisa akhirnya yt kidsnya jadi layar pas mau subscribe......
"Sangat bagus aplikasi nya buat anak"".. nonton nya bisa atur sesuai keinginan..,"
Menurut saya harus ada shortnya karena anak saya ingin bisa buat chanel dari youtube kids soalnya anak saya itu youtuber dan anak saya bisa membuat chanel di youtube biasa tapi karena anak saya masih di bawah umur jadi melanggar hak dari youtube karena anak saya masih berusia 9 tahun jadi anak saya buat kayak seperti dance gitu Semoga youtube kids ini bisa membuat chanel Terima kasih
sangat bagus bisa buat menghafal juga di aplikasi youtube kids ini pokoknya the best deh
aplikasi bagus saya suka karna 1.tidak pernah bug 2.film lucu lucu dan unik tapi cara Download video nya gmn
"Jelek pake banget,, update msuk email sandi sudah benar masih tetep ngga bisa"
Bagus untuk anak dan bisa menjadikan pelajaran untuk anak2 Dan yang terakhir saya harapkan tidak ada video sesad Trmksh 🙏
"bagus banget, khusus buat anak kecil, jadi anak ku gk rewel lagi gara gara iklan 👍👍"
Bagus tontonannya juga cocok buat anak kecil lucu lucu dan seru banget aku suka juga tontonnya
"Bisa gak sih untuk video gaming tidak usah muncul di youtube kids, banyak bahasa yang tidak pantas untuk anak-anak."
bagus untuk anak-anak ok
Sangat cocok untuk anak usia dini
Tiap mu download susah banyak trouble. Download tidak lengkap. Error pembaca pada penulisan disk. Ga ada solusi. Opsi settingan ga kumplit. Minta update aja sering tapi tetep aja gitu ga ada peningkatan versi 🙄
membantu anak usia dini belajar
Sangat cocok untuk anak - Anak
Aku suka sih tapi ya di tambahkan film ny sikit aja pls ok😊😊
"Berulang kali gagal membuat profil dan masuk ke aplikasi ,,"
Sangat tidak memberi ng di katakan
"Youtube kids ini sangat bagus dan cocok untuk anak seumuran seperti saya, tapi HP saya harus di miring kan, tapi apk ini sudah cukup bagus , dan apk ini tidak ada iklan sama sekali jadi nya kayak berasa lebih nyaman ."
Senang karna kartun yang lucu lucu
"aplikasi bagus, fitur2 nya menolong sekali untuk menjaga anak dri tontonan yg bukan peruntukan nya.. hanya saja tidak ada pilihan untuk pilihan ukuran video, jd boros bgt kalo pake data ponsel 😨😨😨 nonton sejam ngabisin +- 500mb 😖😵"
aplikasinya bagus buat anak anak
"Baru coba aplikasi ini.. Pertama kali buka tampilannya tdk seperti youtube aslinya. layarnya hanya bisa dipakai menyamping saja tdk bisa dipakai pada posisi tegak lurus pada layar hp. kalau boleh saran tampilannya samakan saja seperti tampilan youtube umumnya.. klw dari segi keamanan saya suka 👍 hanya saja tampilannya yg pperlu di perbaiki lagi. Nanti klw tampilannya sdh bagus, InsyaAllah sy kasih ⭐⭐⭐⭐⭐ 5 bintang. Segera di perbaiki lagi ya.."
"Udah hapus terus instal ulang, tetep aja error', gak bisa atur ulang pengaturan, mau edit nama anak, usia, biar tontonan nya sesuai tetep gak bisa, mau tambah anak juga gak bisa, mau filter konten yang disetujui tetep gak bisa ""maaf tidak dapat membuat profil"" . Tolong dibenahi, saya download aplikasi ini agar anak saya tetap bisa saya atur tontonan nya agar lebih berfaedah."
Aplikasi ini bagus banget soalnya YouTube saya sedang error karna YouTube kids aku menjadi senang saya kasi bintang lima
Semoga bener² free ga ada iklan
"tolong ukuran resolusinya di kasih pilihan.. biar hemat kuota, dari 144 sampai ke yang FULL HD.. dan pilihan itu tetap diingat oleh applikasi biar tidak setting ulang setiap kali buka applikasinya. thanks."
"Menyebalkan sekali. Tidak bisa mendownload dengan alasan harus pakai wifi. Padahal sudah disetting untuk bisa download menggunakan data non wifi. Kesana kemari harus bersandi. Bukannya saya tidak bisa berhitung, hanya saja BUANG-BUANG WAKTU. BYE!"
"Sangat membantu belajar anak saya Sya sangat suka Aplikasi sangat mendidik jdi anak saya dan juga membantu saraf otorik anak Di sarankan untuk para org tua untuk mendownload aplikasi ini... Selain membantu belajar anak Aplikasi ini juga membantu kita untuk dapat mengawasi video_ video yang pantas di tonton oleh anak"" kita... Jadi kita perlu kuatir jngansmpai ank kita menonton video yg tdk sesuai... Kita juga bisa memilih video mana yg pantas dan tidak pantas di tonton anak kita... Semoga sukses"
"sebenarnya sudah cukup bagus, hanya mungkin bisa ditambahkan fitur untuk filter tontonan berdasarkan negara, jadi tontonan anak dengan bahasa lokal, dan juga ada fitur saat aplikasi dibuka otomatis data seluler/internet non aktif, jadi anak hanya akan menonton video offline, kecuali diaktifkan oleh orang tua"
sangat bagus untuk anak terimakasih
"Ini gak ada meme animasi gak ada fundamental paper education the amazing digital circus smiling critters gak bisa liat deskripsi dan juga tanggal ngepost. Semuanya harus dibantu orang tua padahal aku udah 9 tahun bikin sendiri udah bisa. Gak ada like, dan notifikasi. Kecuali subscribe. Aplikasi in, jadinya, ngak berfungsi deh. Sampe temen²ku ngak suka aplikasi ini."
"Bagus untuk anak, mudah"" Bermanfaat untuk anak saya dan bisa belajar.."
Bagus untuk pembelajaran anak
seru dan bagus anak aku senang sekali
"Aplikasi ini bagus, mencegah anak anak untuk melihat video yang tidak boleh ditonton. Tapi ini jika saya menelusuri video, itu rata rata tidak ada, dan juga tidak lengkap serta akurat. Mohon sediakan video yang lebih lengkap."
"bagus cuma ada kekurangan nya,seperti fitur searching file nya,juga kecepatan bandwitch nya internet nya,tolong diperbarui karna samgat nergunacsekali dengan ada nya app ini untukvanak anak belajar tentangvapa pun,lanjut kan."
Jangan menggunakan bahasa inggris aku gak bisa bahasa inggris bahasa indo aja
"Aplikasi yang bagus untuk anak anak,kita bisa menyesuaikan dg umur anak, terimakasih telah menciptakan YouTube kids ini,,,"
